id,quales_id,quales_split,assertion,input,goal
531,145,train,"El jurado del concurso La Cuarentena estuvo compuesto por Julio Pereira, Ernesto Ryan, Nicolás Garrido, Mariana Cecilio y Leonardo Finotti.","El jurado del concurso La Cuarentena estuvo compuesto por Julio Pereira, Ernesto Ryan, Nicolás Garrido, Mariana Cecilio y Leonardo", Finotti
532,146,train,El acrónimo de la Universidad de la República es Udelar.,El acrónimo de la Universidad de la República es, Udelar
533,147,train,Mariana Cecilio es de Brasil.,Mariana Cecilio es de, Brasil
534,15,train,"En Argentina, en el marco de las medidas para combatir la pandemia de coronavirus, la cuarentena se flexibilizó en las provincias de Entre Ríos, Misiones, Salta, San Juan y Neuquén.","En Argentina, en el marco de las medidas para combatir la pandemia de coronavirus, la cuarentena se flexibilizó en las provincias de Entre Ríos, Misiones, Salta, San Juan y", Neuquén
535,154,train,Los primeros contagiados de Covid-19 en el deporte uruguayo fueron dos jugadores de rugby y tres jugadoras de hockey.,Los primeros contagiados de Covid-19 en el deporte uruguayo fueron dos jugadores de rugby y tres jugadoras de, hockey
536,16,train,"El aislamiento social, preventivo y obligatorio en Argentina, adoptado para combatir la pandemia de coronavirus, durará al menos hasta el 10 de mayo.","El aislamiento social, preventivo y obligatorio en Argentina, adoptado para combatir la pandemia de coronavirus, durará al menos hasta el 10 de", mayo
537,160,train,"Los científicos británicos recomendaron, para combatir el coronavirus, aislar los casos sospechosos, poner en cuarentena a quienes viven con ellos y poner a resguardo a ancianos y personas con factores de riesgo.","Los científicos británicos recomendaron, para combatir el coronavirus, aislar los casos sospechosos, poner en cuarentena a quienes viven con ellos y poner a resguardo a ancianos y personas con factores de", riesgo
538,17,train,Las zonas de Argentina más afectadas por el Covid fueron la ciudad de Buenos Aires y la zona metropolitana.,Las zonas de Argentina más afectadas por el Covid fueron la ciudad de Buenos Aires y la zona, metropolitana
539,177,train,El sindicato de trabajadoras domésticas es el Sindicato Único de Trabajadoras Domésticas (SUTD).,El sindicato de trabajadoras domésticas es el Sindicato Único de Trabajadoras Domésticas, (SUTD)
540,179,train,Yaneth Mazzoleni fue dirigente del Sindicato Único de Trabajadoras Domésticas.,Yaneth Mazzoleni fue dirigente del Sindicato Único de Trabajadoras, Domésticas
541,182,train,El acrónimo del Ministerio de Desarrollo Social es Mides.,El acrónimo del Ministerio de Desarrollo Social es, Mides
542,183,train,La dirección del hotel Urban Express es Andes y Uruguay.,La dirección del hotel Urban Express es Andes y, Uruguay
543,184,train,Gabriel Cunha fue director de Coordinación de Programas para Personas en Situación de Calle del Mides.,Gabriel Cunha fue director de Coordinación de Programas para Personas en Situación de Calle del, Mides
544,185,train,Nicolás Martinelli fue director general de Secretaría del Mides.,Nicolás Martinelli fue director general de Secretaría del, Mides
545,186,train,Luis Lacalle Pou fue presidente.,Luis Lacalle Pou fue, presidente
546,189,train,Magdalena Furtado fue la representante de ONU Mujeres en Uruguay.,Magdalena Furtado fue la representante de ONU Mujeres en, Uruguay
547,19,train,"En el marco de la pandemia por coronavirus, quien solicitó al gobierno no retomar las clases presenciales en escuelas rurales el 22 de abril fue la Sociedad de Medicina Rural del Uruguay.","En el marco de la pandemia por coronavirus, quien solicitó al gobierno no retomar las clases presenciales en escuelas rurales el 22 de abril fue la Sociedad de Medicina Rural del", Uruguay
548,190,train,Soledad Quesada fue directora de la Asesoría para la Igualdad de Género de la Intendencia de Montevideo.,Soledad Quesada fue directora de la Asesoría para la Igualdad de Género de la Intendencia de, Montevideo
549,193,train,El confinamiento en España comenzó el domingo en que el gobierno de Pedro Sánchez decretó el estado de alerta durante la pandemia de Covid-19.,El confinamiento en España comenzó el domingo en que el gobierno de Pedro Sánchez decretó el estado de alerta durante la pandemia de, Covid-19
550,197,train,Giuseppe Conte fue el primer ministro de Italia.,Giuseppe Conte fue el primer ministro de, Italia
551,2,train,"Durante la pandemia por coronavirus el FA elaboró el “plan de contención económica social” que, en materia laboral, estableció medidas de preservación de puestos de trabajo","Durante la pandemia por coronavirus el FA elaboró el “plan de contención económica social” que, en materia laboral, estableció medidas de preservación de puestos de", trabajo
552,20,train,"Luego de suspender las clases presenciales por la pandemia de coronavirus, se pensaba retomarlas un 22 de abril.","Luego de suspender las clases presenciales por la pandemia de coronavirus, se pensaba retomarlas un 22 de", abril
553,202,train,"La estrategia sanitaria presentada por el gobierno del primer ministro italiano, Giuseppe Conte, para la reapertura gradual del país a partir del 4 de mayo durante la pandemia de coronavirus, tiene cinco puntos.","La estrategia sanitaria presentada por el gobierno del primer ministro italiano, Giuseppe Conte, para la reapertura gradual del país a partir del 4 de mayo durante la pandemia de coronavirus, tiene cinco", puntos
554,203,train,El seminario de Isol Misenta se transmitió en vivo a través del Instagram Live de @plastilinarte.,El seminario de Isol Misenta se transmitió en vivo a través del Instagram Live de, @plastilinarte
555,205,train,Isol Misenta es una autora e ilustradora argentina.,Isol Misenta es una autora e ilustradora, argentina
556,206,train,El seminario de Isol Misenta está dirigido a familias.,El seminario de Isol Misenta está dirigido a, familias
557,208,train,Isol Misenta ganó el Memorial Astrid Lindgren.,Isol Misenta ganó el Memorial Astrid, Lindgren
558,209,train,El pueblo Kichwa es una comunidad indígena de Ecuador.,El pueblo Kichwa es una comunidad indígena de, Ecuador
559,22,train,"En el marco de la pandemia por coronavirus, la decisión de retomar las clases un 22 abril fue tomada por el gobierno.","En el marco de la pandemia por coronavirus, la decisión de retomar las clases un 22 abril fue tomada por el", gobierno
560,221,train,"Dos aviones, uno de la empresa Amaszonas y otro de la Fuerza Aérea Uruguaya, traerán a más de 120 uruguayos varados en Perú como parte de una operación del gobierno uruguayo para repatriarlos debido a los cierres de fronteras por la pandemia de coronavirus.","Dos aviones, uno de la empresa Amaszonas y otro de la Fuerza Aérea Uruguaya, traerán a más de 120 uruguayos varados en Perú como parte de una operación del gobierno uruguayo para repatriarlos debido a los cierres de fronteras por la pandemia de", coronavirus
561,222,train,Ernesto Talvi fue Ministro de Relaciones Exteriores.,Ernesto Talvi fue Ministro de Relaciones, Exteriores
562,223,train,"En la repatriación de uruguayos varados en Perú, tuvieron prioridad los adultos mayores, las personas en situación de vulnerabilidad, las familias con hijos menores y aquellas personas que estuvieron varadas por más tiempo.","En la repatriación de uruguayos varados en Perú, tuvieron prioridad los adultos mayores, las personas en situación de vulnerabilidad, las familias con hijos menores y aquellas personas que estuvieron varadas por más", tiempo
563,224,train,La pandemia del nuevo coronavirus causó la suspensión de la asamblea de Wanderers.,La pandemia del nuevo coronavirus causó la suspensión de la asamblea de, Wanderers
564,229,train,El Sudamericano femenino sub 17 postergado por el Covid-19 estaba previsto para comenzar el 15 de abril.,El Sudamericano femenino sub 17 postergado por el Covid-19 estaba previsto para comenzar el 15 de, abril
565,23,train,"En Uruguay, las clases presenciales de las escuelas rurales no se retomarán el 22 de abril de 2020 en el departamento de Canelones.","En Uruguay, las clases presenciales de las escuelas rurales no se retomarán el 22 de abril de 2020 en el departamento de", Canelones
566,232,train,La primera fase del Sudamericano femenino sub 17 en Uruguay se jugó en el estadio Charrúa de Montevideo.,La primera fase del Sudamericano femenino sub 17 en Uruguay se jugó en el estadio Charrúa de, Montevideo
567,234,train,La AUF es la Asociación Uruguaya de Fútbol.,La AUF es la Asociación Uruguaya de, Fútbol
568,236,train,Defensor Sporting y Plaza Colonia decidieron mandar a sus jugadores al seguro de paro.,Defensor Sporting y Plaza Colonia decidieron mandar a sus jugadores al seguro de, paro
569,237,train,"Los extranjeros liberados por los clubes uruguayos fueron el argentino Imanol Enríquez, los paraguayos Guido Verdún y Santiago Irala, y el brasileño Leonai Souza.","Los extranjeros liberados por los clubes uruguayos fueron el argentino Imanol Enríquez, los paraguayos Guido Verdún y Santiago Irala, y el brasileño Leonai", Souza
570,238,train,Para acceder al seguro de paro se requerían al menos 180 días de actividad.,Para acceder al seguro de paro se requerían al menos 180 días de, actividad
571,239,train,"En el año 2020, los clubes Defensor Sporting y Plaza Colonia de la Asociación Uruguaya de Fútbol enviaron al seguro de paro a los futbolistas del plantel principal, al cuerpo técnico, a los trabajadores con cargos rentados y a la mayoría del personal administrativo.","En el año 2020, los clubes Defensor Sporting y Plaza Colonia de la Asociación Uruguaya de Fútbol enviaron al seguro de paro a los futbolistas del plantel principal, al cuerpo técnico, a los trabajadores con cargos rentados y a la mayoría del personal", administrativo
572,24,train,Someruy es la Sociedad de Medicina Rural del Uruguay.,Someruy es la Sociedad de Medicina Rural del, Uruguay
573,245,train,"El coronavirus de las aves presenta síntomas respiratorios, pero puede agravarse por infecciones secundarias.","El coronavirus de las aves presenta síntomas respiratorios, pero puede agravarse por infecciones", secundarias
574,246,train,El primer caso de coronavirus en un ave se detectó a principios del siglo XXI.,El primer caso de coronavirus en un ave se detectó a principios del siglo, XXI
575,247,train,Los virus son entidades biológicas compuestas de material hereditario y proteínas que requieren necesariamente de un hospedero para replicarse y generar copias de sí mismos.,Los virus son entidades biológicas compuestas de material hereditario y proteínas que requieren necesariamente de un hospedero para replicarse y generar copias de sí, mismos
576,248,train,Los coronavirus son virus con envoltura (una capa lipídica asociada a glicoproteínas) cuyo genoma es una única hebra de ARN de entre 25 y 32 kb.,Los coronavirus son virus con envoltura (una capa lipídica asociada a glicoproteínas) cuyo genoma es una única hebra de ARN de entre 25 y 32, kb
577,249,train,"De acuerdo a su origen, los dos grandes grupos de coronavirus son el de las aves y el de los mamíferos (murciélagos).","De acuerdo a su origen, los dos grandes grupos de coronavirus son el de las aves y el de los mamíferos", (murciélagos)
578,25,train,Menos del 6% de los médicos uruguayos vivía y asistía al norte del Río Negro.,Menos del 6% de los médicos uruguayos vivía y asistía al norte del Río, Negro
579,26,train,Patricia Nava fue la presidenta de la Federación Médica del Interior.,Patricia Nava fue la presidenta de la Federación Médica del, Interior
580,261,train,El gobierno aumentó el IVA al reducir el descuento para compras con tarjeta de débito de 4% a 2% y para compras con tarjeta de crédito.,El gobierno aumentó el IVA al reducir el descuento para compras con tarjeta de débito de 4% a 2% y para compras con tarjeta de, crédito
581,262,train,El descuento para las tarjetas de débito se redujo del 4% al 2%.,El descuento para las tarjetas de débito se redujo del 4% al, 2%
582,263,train,El Frente Amplio es una coalición de izquierda.,El Frente Amplio es una coalición de, izquierda
583,264,train,Javier Miranda fue presidente del Frente Amplio (FA).,Javier Miranda fue presidente del Frente Amplio, (FA)
584,269,train,El país de origen del covid-19 es China.,El país de origen del covid-19 es, China
585,27,train,Patricia Nava fue la presidenta de Femi.,Patricia Nava fue la presidenta de, Femi
586,271,train,Teletrabajar es una actividad laboral que se lleva a cabo fuera de la organización.,Teletrabajar es una actividad laboral que se lleva a cabo fuera de la, organización
587,272,train,"El teletrabajo puede generar beneficios a los empleadores, como la optimización de recursos y la disminución de gastos operativos.","El teletrabajo puede generar beneficios a los empleadores, como la optimización de recursos y la disminución de gastos", operativos
588,273,train,"En Uruguay, la modalidad de teletrabajo no está contenida en el marco jurídico.","En Uruguay, la modalidad de teletrabajo no está contenida en el marco", jurídico
589,274,train,"Algunos beneficios del teletrabajo, para los empleados, son mayor disponibilidad de tiempo y reducción de costos.","Algunos beneficios del teletrabajo, para los empleados, son mayor disponibilidad de tiempo y reducción de", costos
590,277,train,"El sitio 'Cine.ar' contiene decenas de películas, series, documentales y cortos de producción argentina.","El sitio 'Cine.ar' contiene decenas de películas, series, documentales y cortos de producción", argentina
591,278,train,"Los protagonistas de la película 'Alelí' son Néstor Guzzini, Cristina Morán, Mirella Pascual y Romina Peluffo.","Los protagonistas de la película 'Alelí' son Néstor Guzzini, Cristina Morán, Mirella Pascual y Romina", Peluffo
592,279,train,Cine.ar es una plataforma con sede en Medellín.,Cine.ar es una plataforma con sede en, Medellín
593,28,train,FEMI es la Federación Médica del Interior.,FEMI es la Federación Médica del, Interior
594,280,train,"El SMU pidió 'medidas drásticas de prevención' de la expansión del COVID-19, entre ellas una 'cuarentena general'.","El SMU pidió 'medidas drásticas de prevención' de la expansión del COVID-19, entre ellas una 'cuarentena", general'
595,283,train,"El SMU pidió que se cerraran restaurantes, centros comerciales y otros posibles lugares de esparcimiento del virus.","El SMU pidió que se cerraran restaurantes, centros comerciales y otros posibles lugares de esparcimiento del", virus
596,284,train,"Tener una amplia disponibilidad de tests permite detectar el virus en las personas, mejorando la estrategia de prevención, el aislamiento de contactos y protegiendo al personal sanitario para no mermar los recursos humanos del sistema de salud.","Tener una amplia disponibilidad de tests permite detectar el virus en las personas, mejorando la estrategia de prevención, el aislamiento de contactos y protegiendo al personal sanitario para no mermar los recursos humanos del sistema de", salud
597,285,train,La OFI es la Organización del Fútbol del Interior.,La OFI es la Organización del Fútbol del, Interior
598,286,train,"Tras la suspensión por coronavirus, los torneos de fútbol organizador por la OFI se reiniciarán un 15 de mayo.","Tras la suspensión por coronavirus, los torneos de fútbol organizador por la OFI se reiniciarán un 15 de", mayo
599,287,train,"La Copa Nacional de Selecciones, el primer campeonato del año de la Organización del Fútbol del Interior (OFI), se suspendió cuando estaban por empezar a jugarse los cuartos de final de la Fase Nacional.","La Copa Nacional de Selecciones, el primer campeonato del año de la Organización del Fútbol del Interior (OFI), se suspendió cuando estaban por empezar a jugarse los cuartos de final de la Fase", Nacional
600,288,train,"Unos días antes de la suspensión de la Copa Nacional de Selecciones de la Organización del Fútbol del Interior (OFI), las selecciones de San José, Salto y Canelones del Este fueron campeonas de las zonas Sur, Litoral y Este, respectivamente.","Unos días antes de la suspensión de la Copa Nacional de Selecciones de la Organización del Fútbol del Interior (OFI), las selecciones de San José, Salto y Canelones del Este fueron campeonas de las zonas Sur, Litoral y Este,", respectivamente
601,289,train,"Los cruces de ida en cuartos de final de la Fase Nacional de la Copa Nacional de Selecciones de la Organización del Fútbol del Interior (OFI) son Canelones del Este-Paysandú, Cerro Largo-San José, Rocha-Río Negro y Canelones-Salto.","Los cruces de ida en cuartos de final de la Fase Nacional de la Copa Nacional de Selecciones de la Organización del Fútbol del Interior (OFI) son Canelones del Este-Paysandú, Cerro Largo-San José, Rocha-Río Negro y", Canelones-Salto
602,293,train,Las personas que vivían en condiciones de mayor vulnerabilidad eran las más afectadas.,Las personas que vivían en condiciones de mayor vulnerabilidad eran las más, afectadas
603,295,train,"Actualmente, el humor en España pasa por un momento dorado.","Actualmente, el humor en España pasa por un momento", dorado
604,296,train,"El humor español actual, que incluye miles de videos de stand-up, programas televisivos y sketches de dúos como Pantomima Full y Venga Monjas, se puede encontrar en la plataforma YouTube.","El humor español actual, que incluye miles de videos de stand-up, programas televisivos y sketches de dúos como Pantomima Full y Venga Monjas, se puede encontrar en la plataforma", YouTube
605,297,train,"En el actual momento dorado del humor en España, los videos de stand-up se pueden encontrar en YouTube.","En el actual momento dorado del humor en España, los videos de stand-up se pueden encontrar en", YouTube
606,298,train,"Pantomima Full es una parodia de tipos urbanos: el emprendedor, el ciclista, el adicto al trabajo, el salidor, el solitario, el místico, el crossfitero, el fanático de la cerveza artesanal y el de la sidra.","Pantomima Full es una parodia de tipos urbanos: el emprendedor, el ciclista, el adicto al trabajo, el salidor, el solitario, el místico, el crossfitero, el fanático de la cerveza artesanal y el de la", sidra
607,299,train,"Si la parodia de tipos urbanos del dúo madrileño Pantomima Full estuviera ambientada en Montevideo, el objetivo de la broma sería el 'nuevo uruguayo'.","Si la parodia de tipos urbanos del dúo madrileño Pantomima Full estuviera ambientada en Montevideo, el objetivo de la broma sería el 'nuevo", uruguayo'
608,3,train,"Los objetivos del plan de contención económica social son preservar las empresas y las y los trabajadores, no aumentar la pobreza y la desigualdad, y prepararse para el día después.","Los objetivos del plan de contención económica social son preservar las empresas y las y los trabajadores, no aumentar la pobreza y la desigualdad, y prepararse para el día", después
609,300,train,La OMS es la Organización Mundial de la Salud.,La OMS es la Organización Mundial de la, Salud
610,301,train,"Según la Organización Mundial de la Salud (OMS), un ejercicio que se puede realizar en el hogar para mantener la salud física durante la cuarentena por coronavirus es bajar y subir escaleras.","Según la Organización Mundial de la Salud (OMS), un ejercicio que se puede realizar en el hogar para mantener la salud física durante la cuarentena por coronavirus es bajar y subir", escaleras
611,303,train,Fumar aumenta el peligro de verse afectado por otras enfermedades graves en relación al coronavirus.,Fumar aumenta el peligro de verse afectado por otras enfermedades graves en relación al, coronavirus
612,304,train,El número para suscribirse a las actualizaciones de coronavirus de la OMS mediante mensaje de texto era 0041798931892.,El número para suscribirse a las actualizaciones de coronavirus de la OMS mediante mensaje de texto era, 0041798931892
613,309,train,"Los principales síntomas del covid-19 son fiebre, tos seca o poco productiva, dificultad respiratoria, resfrío, dolor de garganta, decaimiento, dolores musculares y articulares, cefalea y, con menor frecuencia, dolor abdominal y a veces diarrea.","Los principales síntomas del covid-19 son fiebre, tos seca o poco productiva, dificultad respiratoria, resfrío, dolor de garganta, decaimiento, dolores musculares y articulares, cefalea y, con menor frecuencia, dolor abdominal y a veces", diarrea
614,31,train,Beatriz Argimón fue la vicepresidenta de Uruguay.,Beatriz Argimón fue la vicepresidenta de, Uruguay
615,312,train,La ANII es la Agencia Nacional de Investigación e Innovación.,La ANII es la Agencia Nacional de Investigación e, Innovación
616,313,train,Los kits de diagnóstico de Covid-19 debían estar disponibles antes de mayo de 2020.,Los kits de diagnóstico de Covid-19 debían estar disponibles antes de mayo de, 2020
617,318,train,Argentina registró 41.080 casos positivos de covid-19 en un solo día.,Argentina registró 41.080 casos positivos de covid-19 en un solo, día
618,32,train,"Las elecciones departamentales de Uruguay, cuyo posible aplazamiento fue analizado por la vicepresidenta Beatriz Argimón y los partidos políticos, estaban previstas para el 10 de mayo.","Las elecciones departamentales de Uruguay, cuyo posible aplazamiento fue analizado por la vicepresidenta Beatriz Argimón y los partidos políticos, estaban previstas para el 10 de", mayo
619,322,train,Cao Liping fue representante del Ministerio de Ecología y Medio Ambiente de China.,Cao Liping fue representante del Ministerio de Ecología y Medio Ambiente de, China
620,323,train,El paquete de estímulo económico aprobado por Donald Trump fue de dos billones de dólares.,El paquete de estímulo económico aprobado por Donald Trump fue de dos billones de, dólares
621,325,train,"La secuencia de los genomas del coronavirus permite saber de dónde provienen las cepas que ingresaron a Uruguay, cuándo llegaron y si hay diferentes variantes del nuevo coronavirus en el país.","La secuencia de los genomas del coronavirus permite saber de dónde provienen las cepas que ingresaron a Uruguay, cuándo llegaron y si hay diferentes variantes del nuevo coronavirus en el", país
622,327,train,El estudio del Institut Pasteur de Montevideo para secuenciar los genomas del SARS-CoV-2 en diez pacientes uruguayos con Covid-19 fue liderado por Gregorio Iraola junto a Pilar Moreno y Gonzalo Moratorio.,El estudio del Institut Pasteur de Montevideo para secuenciar los genomas del SARS-CoV-2 en diez pacientes uruguayos con Covid-19 fue liderado por Gregorio Iraola junto a Pilar Moreno y Gonzalo, Moratorio
623,33,train,Iván Posada fue diputado del Partido Independiente.,Iván Posada fue diputado del Partido, Independiente
624,331,train,Los gobiernos latinoamericanos tomaron medidas para proteger a los sectores más vulnerables de la población y de las empresas frente al impacto económico del coronavirus.,Los gobiernos latinoamericanos tomaron medidas para proteger a los sectores más vulnerables de la población y de las empresas frente al impacto económico del, coronavirus
625,333,train,Iván Duque fue presidente de Colombia.,Iván Duque fue presidente de, Colombia
626,34,train,"En el contexto de la crisis por la pandemia del coronavirus (Covid-19), se prevé que las consecuencias económicas, sociales y sanitarias serán de largo plazo.","En el contexto de la crisis por la pandemia del coronavirus (Covid-19), se prevé que las consecuencias económicas, sociales y sanitarias serán de largo", plazo
627,340,train,El PIAS (Plan Integral de Atención a la Salud) es el plan que establece las prestaciones obligatorias que deben ofrecer las instituciones del Sistema Nacional Integrado de Salud.,El PIAS (Plan Integral de Atención a la Salud) es el plan que establece las prestaciones obligatorias que deben ofrecer las instituciones del Sistema Nacional Integrado de, Salud
628,342,train,Los estudios diagnósticos que debían dar los prestadores de salud eran la técnica de PCR (reacción en cadena de la polimerasa).,Los estudios diagnósticos que debían dar los prestadores de salud eran la técnica de PCR (reacción en cadena de la, polimerasa)
629,345,train,Juan Pablo Labat es el ex director nacional de Evaluación y Monitoreo del Mides.,Juan Pablo Labat es el ex director nacional de Evaluación y Monitoreo del, Mides
630,350,train,Valeria Ripoll fue la secretaria general de la Asociación de Empleados y Obreros Municipales de Montevideo (Adeom).,Valeria Ripoll fue la secretaria general de la Asociación de Empleados y Obreros Municipales de Montevideo, (Adeom)
631,351,train,El Ministerio de Salud Pública (MSP) es quien determina el protocolo a aplicar en los cementerios de Montevideo para los fallecidos por coronavirus.,El Ministerio de Salud Pública (MSP) es quien determina el protocolo a aplicar en los cementerios de Montevideo para los fallecidos por, coronavirus
632,352,train,"Según Ripoll, los responsables de salud de los trabajadores de la Intendencia debían acudir presencialmente al cementerio e indicar qué había que hacer.","Según Ripoll, los responsables de salud de los trabajadores de la Intendencia debían acudir presencialmente al cementerio e indicar qué había que", hacer
633,353,train,La Intendencia tomó como medida adicional en el protocolo para fallecidos por coronavirus que la túnica debía ser desechable.,La Intendencia tomó como medida adicional en el protocolo para fallecidos por coronavirus que la túnica debía ser, desechable
634,357,train,Azucena Arbeleche fue ministra de Economía.,Azucena Arbeleche fue ministra de, Economía
635,36,train,"Al comienzo de la pandemia, el país con más casos de Covid-19 fue China.","Al comienzo de la pandemia, el país con más casos de Covid-19 fue", China
636,360,train,Carmela Hountou fue denunciada por violación de cuarentena.,Carmela Hountou fue denunciada por violación de, cuarentena
637,362,train,Violar una cuarentena puede tener consecuencias penales.,Violar una cuarentena puede tener consecuencias, penales
638,365,train,"Omar Paganini fue ministro de Industria, Energía y Minería.","Omar Paganini fue ministro de Industria, Energía y", Minería
639,367,train,Las empresas que desarrollaron la tecnología para las alertas de exposición de la aplicación uruguaya Coronavirus Uy fueron Google y Apple.,Las empresas que desarrollaron la tecnología para las alertas de exposición de la aplicación uruguaya Coronavirus Uy fueron Google y, Apple
640,368,train,Los únicos países que desarrollaron una app para coronavirus antes que Uruguay fueron Italia y Suiza.,Los únicos países que desarrollaron una app para coronavirus antes que Uruguay fueron Italia y, Suiza
641,37,train,"En el marco de la pandemia de Covid-19, Italia es el país que registra más muertes causadas por la enfermedad, superando incluso a China, el país donde surgió el virus.","En el marco de la pandemia de Covid-19, Italia es el país que registra más muertes causadas por la enfermedad, superando incluso a China, el país donde surgió el", virus
642,372,train,Los torneos sudamericanos de fútbol de clubes que fueron suspendidos por la Conmebol en 2020 a raíz de la pandemia de Covid-19 fueron la Copa Libertadores y la Copa Sudamericana.,Los torneos sudamericanos de fútbol de clubes que fueron suspendidos por la Conmebol en 2020 a raíz de la pandemia de Covid-19 fueron la Copa Libertadores y la Copa, Sudamericana
643,379,train,El GACH es el Grupo Asesor Científico Honorario.,El GACH es el Grupo Asesor Científico, Honorario
644,38,train,La clave coreana para tener una baja tasa de mortalidad a causa del Covid19 fue el testeo masivo de la población.,La clave coreana para tener una baja tasa de mortalidad a causa del Covid19 fue el testeo masivo de la, población
645,383,train,Pablo Caggiani fue consejero del Consejo de Educación Inicial y Primaria.,Pablo Caggiani fue consejero del Consejo de Educación Inicial y, Primaria
646,384,train,Los comedores escolares reciben habitualmente a 250.000 niños.,Los comedores escolares reciben habitualmente a 250.000, niños
647,389,train,Daniel Radio fue la mayor autoridad de la secretaría del Sistema Nacional Integrado de Cuidados.,Daniel Radio fue la mayor autoridad de la secretaría del Sistema Nacional Integrado de, Cuidados
648,39,train,La suspensión de la actividad causó el incremento de solicitudes de seguro de desempleo.,La suspensión de la actividad causó el incremento de solicitudes de seguro de, desempleo
649,394,train,"Durante la crisis sanitaria por el coronavirus, el Banco Central Europeo espera que los accionistas de la banca se unan a los esfuerzos colectivos de no pagar dividendos y mantener líneas de crédito para apoyar a las personas y pequeñas empresas a superar la crisis.","Durante la crisis sanitaria por el coronavirus, el Banco Central Europeo espera que los accionistas de la banca se unan a los esfuerzos colectivos de no pagar dividendos y mantener líneas de crédito para apoyar a las personas y pequeñas empresas a superar la", crisis
650,396,train,Los docentes de la Universidad Tecnológica (Utec) planearon desarrollar insumos médicos de fabricación 3D ante la emergencia sanitaria mediante un formulario para quienes quisieran aportar de alguna manera a la iniciativa.,Los docentes de la Universidad Tecnológica (Utec) planearon desarrollar insumos médicos de fabricación 3D ante la emergencia sanitaria mediante un formulario para quienes quisieran aportar de alguna manera a la, iniciativa
651,397,train,Las máscaras de acetato protegen toda la cara de la persona y evitan el contacto con cualquier tipo de fluidos.,Las máscaras de acetato protegen toda la cara de la persona y evitan el contacto con cualquier tipo de, fluidos
652,4,train,El plan de contención económica social se basó en un aumento transitorio del gasto y de la inversión pública para minimizar el efecto de la desaceleración económica y su impacto en la población.,El plan de contención económica social se basó en un aumento transitorio del gasto y de la inversión pública para minimizar el efecto de la desaceleración económica y su impacto en la, población
653,405,train,El INDDHH es la Institución Nacional de Derechos Humanos y Defensoría del Pueblo.,El INDDHH es la Institución Nacional de Derechos Humanos y Defensoría del, Pueblo
654,41,train,"Hasta el miércoles 18 de marzo, en el Banco de Previsión Social (BPS) los departamentos donde se presentaron solicitudes de seguro de desempleo fueron Montevideo, seguido por Canelones, Maldonado, Colonia, Paysandú, Salto y Tacuarembó.","Hasta el miércoles 18 de marzo, en el Banco de Previsión Social (BPS) los departamentos donde se presentaron solicitudes de seguro de desempleo fueron Montevideo, seguido por Canelones, Maldonado, Colonia, Paysandú, Salto y", Tacuarembó
655,410,train,El número de la Ley de Faltas es 19.120.,El número de la Ley de Faltas es, 19.120
656,419,train,"El gobierno uruguayo recomendó cuarentena para los no vacunados, un test PCR negativo antes de ingresar al país y otro a los cinco días para las personas que vuelven del exterior.","El gobierno uruguayo recomendó cuarentena para los no vacunados, un test PCR negativo antes de ingresar al país y otro a los cinco días para las personas que vuelven del", exterior
657,421,train,Un ciudadano podía obtener la aplicación del Covid19 a través del Play Store de los teléfonos.,Un ciudadano podía obtener la aplicación del Covid19 a través del Play Store de los, teléfonos
658,424,train,China donó 150.000 mascarillas a Uruguay en apoyo a la pandemia.,China donó 150.000 mascarillas a Uruguay en apoyo a la, pandemia
659,428,train,Wuhan es la capital de la provincia de Hubei.,Wuhan es la capital de la provincia de, Hubei
660,429,train,La ciudad de Wuhan estuvo cerrada por 56 días.,La ciudad de Wuhan estuvo cerrada por 56, días
661,430,train,Xi Jinping es el presidente de China.,Xi Jinping es el presidente de, China
662,432,train,La aplicación presentada por el gobierno para el rastreo del coronavirus se llama CoronavirusUy.,La aplicación presentada por el gobierno para el rastreo del coronavirus se llama, CoronavirusUy
663,433,train,"En la nueva versión de la aplicación CoronavirusUy, el celular intercambia identificadores a través de Bluetooth cuando está a menos de tres metros de otro celular por más de 5 o 10 minutos.","En la nueva versión de la aplicación CoronavirusUy, el celular intercambia identificadores a través de Bluetooth cuando está a menos de tres metros de otro celular por más de 5 o 10", minutos
664,436,train,Alberto Fernández fue presidente de Argentina.,Alberto Fernández fue presidente de, Argentina
665,440,train,"Durante la cuarentena por el coronavirus, el presidente de Argentina, Alberto Fernández, anunció que el Banco Mundial aprobó un apoyo presupuestario de 300 millones de dólares.","Durante la cuarentena por el coronavirus, el presidente de Argentina, Alberto Fernández, anunció que el Banco Mundial aprobó un apoyo presupuestario de 300 millones de", dólares
666,444,train,Alejandro Domínguez fue presidente de la Conmebol.,Alejandro Domínguez fue presidente de la, Conmebol
667,45,train,"Durante la pandemia de COVID-19, la distancia que se debía mantener con otras personas para evitar el contagio era mayor a un metro.","Durante la pandemia de COVID-19, la distancia que se debía mantener con otras personas para evitar el contagio era mayor a un", metro
668,459,train,La tercera y cuarta fecha de las Eliminatorias Sudamericanas de fútbol rumbo al Mundial de Catar 2022 estaban programadas originalmente para el mes de setiembre.,La tercera y cuarta fecha de las Eliminatorias Sudamericanas de fútbol rumbo al Mundial de Catar 2022 estaban programadas originalmente para el mes de, setiembre
